time,people_count
2024-10-29 17:00:00,0
2024-10-29 17:01:00,0
2024-10-29 17:02:00,0
2024-10-29 17:03:00,3
2024-10-29 17:04:00,9
2024-10-29 17:05:00,16
2024-10-29 17:06:00,21
2024-10-29 17:07:00,27
2024-10-29 17:08:00,34
2024-10-29 17:09:00,37
2024-10-29 17:10:00,44
2024-10-29 17:11:00,48
2024-10-29 17:12:00,54
2024-10-29 17:13:00,58
2024-10-29 17:14:00,59
2024-10-29 17:15:00,62
2024-10-29 17:16:00,65
2024-10-29 17:17:00,69
2024-10-29 17:18:00,67
2024-10-29 17:19:00,70
2024-10-29 17:20:00,69
2024-10-29 17:21:00,73
2024-10-29 17:22:00,72
2024-10-29 17:23:00,74
2024-10-29 17:24:00,71
2024-10-29 17:25:00,70
2024-10-29 17:26:00,72
2024-10-29 17:27:00,72
2024-10-29 17:28:00,74
2024-10-29 17:29:00,71
2024-10-29 17:30:00,72
2024-10-29 17:31:00,76
2024-10-29 17:32:00,73
2024-10-29 17:33:00,75
2024-10-29 17:34:00,76
2024-10-29 17:35:00,75
2024-10-29 17:36:00,72
2024-10-29 17:37:00,73
2024-10-29 17:38:00,69
2024-10-29 17:39:00,62
2024-10-29 17:40:00,62
2024-10-29 17:41:00,63
2024-10-29 17:42:00,59
2024-10-29 17:43:00,58
2024-10-29 17:44:00,56
2024-10-29 17:45:00,59
2024-10-29 17:46:00,60
2024-10-29 17:47:00,60
2024-10-29 17:48:00,57
2024-10-29 17:49:00,62
2024-10-29 17:50:00,58
2024-10-29 17:51:00,62
2024-10-29 17:52:00,62
2024-10-29 17:53:00,67
2024-10-29 17:54:00,69
2024-10-29 17:55:00,69
2024-10-29 17:56:00,74
2024-10-29 17:57:00,81
2024-10-29 17:58:00,87
2024-10-29 17:59:00,97
2024-10-29 18:00:00,99
2024-10-29 18:01:00,97
2024-10-29 18:02:00,102
2024-10-29 18:03:00,111
2024-10-29 18:04:00,114
2024-10-29 18:05:00,116
2024-10-29 18:06:00,120
2024-10-29 18:07:00,120
2024-10-29 18:08:00,121
2024-10-29 18:09:00,126
2024-10-29 18:10:00,124
2024-10-29 18:11:00,126
2024-10-29 18:12:00,127
2024-10-29 18:13:00,129
2024-10-29 18:14:00,139
2024-10-29 18:15:00,145
2024-10-29 18:16:00,153
2024-10-29 18:17:00,155
2024-10-29 18:18:00,155
2024-10-29 18:19:00,163
2024-10-29 18:20:00,164
2024-10-29 18:21:00,160
2024-10-29 18:22:00,165
2024-10-29 18:23:00,159
2024-10-29 18:24:00,158
2024-10-29 18:25:00,156
2024-10-29 18:26:00,155
2024-10-29 18:27:00,154
2024-10-29 18:28:00,158
2024-10-29 18:29:00,163
2024-10-29 18:30:00,159
2024-10-29 18:31:00,153
2024-10-29 18:32:00,150
2024-10-29 18:33:00,153
2024-10-29 18:34:00,153
2024-10-29 18:35:00,152
2024-10-29 18:36:00,151
2024-10-29 18:37:00,146
2024-10-29 18:38:00,141
2024-10-29 18:39:00,141
2024-10-29 18:40:00,137
2024-10-29 18:41:00,135
2024-10-29 18:42:00,135
2024-10-29 18:43:00,136
2024-10-29 18:44:00,132
2024-10-29 18:45:00,129
2024-10-29 18:46:00,130
2024-10-29 18:47:00,132
2024-10-29 18:48:00,126
2024-10-29 18:49:00,126
2024-10-29 18:50:00,121
2024-10-29 18:51:00,121
2024-10-29 18:52:00,118
2024-10-29 18:53:00,115
2024-10-29 18:54:00,110
2024-10-29 18:55:00,104
2024-10-29 18:56:00,99
2024-10-29 18:57:00,94
2024-10-29 18:58:00,92
2024-10-29 18:59:00,93
2024-10-29 19:00:00,92
2024-10-29 19:01:00,95
2024-10-29 19:02:00,95
2024-10-29 19:03:00,98
2024-10-29 19:04:00,99
2024-10-29 19:05:00,103
2024-10-29 19:06:00,103
2024-10-29 19:07:00,105
2024-10-29 19:08:00,103
2024-10-29 19:09:00,102
2024-10-29 19:10:00,102
2024-10-29 19:11:00,101
2024-10-29 19:12:00,101
2024-10-29 19:13:00,100
2024-10-29 19:14:00,99
2024-10-29 19:15:00,98
2024-10-29 19:16:00,98
2024-10-29 19:17:00,101
2024-10-29 19:18:00,102
2024-10-29 19:19:00,105
2024-10-29 19:20:00,103
2024-10-29 19:21:00,100
2024-10-29 19:22:00,103
2024-10-29 19:23:00,99
2024-10-29 19:24:00,90
2024-10-29 19:25:00,88
2024-10-29 19:26:00,88
2024-10-29 19:27:00,83
2024-10-29 19:28:00,80
2024-10-29 19:29:00,80
2024-10-29 19:30:00,81
2024-10-29 19:31:00,83
2024-10-29 19:32:00,78
2024-10-29 19:33:00,73
2024-10-29 19:34:00,70
2024-10-29 19:35:00,70
2024-10-29 19:36:00,66
2024-10-29 19:37:00,64
2024-10-29 19:38:00,59
2024-10-29 19:39:00,59
2024-10-29 19:40:00,58
2024-10-29 19:41:00,58
2024-10-29 19:42:00,58
2024-10-29 19:43:00,56
2024-10-29 19:44:00,54
2024-10-29 19:45:00,52
2024-10-29 19:46:00,49
2024-10-29 19:47:00,42
2024-10-29 19:48:00,42
2024-10-29 19:49:00,36
2024-10-29 19:50:00,32
2024-10-29 19:51:00,27
2024-10-29 19:52:00,26
2024-10-29 19:53:00,25
2024-10-29 19:54:00,21
2024-10-29 19:55:00,21
2024-10-29 19:56:00,19
2024-10-29 19:57:00,17
2024-10-29 19:58:00,18
2024-10-29 19:59:00,18
