time,people_count
2024-11-01 17:00:00,0
2024-11-01 17:01:00,0
2024-11-01 17:02:00,0
2024-11-01 17:03:00,0
2024-11-01 17:04:00,2
2024-11-01 17:05:00,5
2024-11-01 17:06:00,14
2024-11-01 17:07:00,16
2024-11-01 17:08:00,21
2024-11-01 17:09:00,29
2024-11-01 17:10:00,33
2024-11-01 17:11:00,35
2024-11-01 17:12:00,37
2024-11-01 17:13:00,40
2024-11-01 17:14:00,46
2024-11-01 17:15:00,50
2024-11-01 17:16:00,54
2024-11-01 17:17:00,57
2024-11-01 17:18:00,58
2024-11-01 17:19:00,59
2024-11-01 17:20:00,60
2024-11-01 17:21:00,62
2024-11-01 17:22:00,63
2024-11-01 17:23:00,65
2024-11-01 17:24:00,67
2024-11-01 17:25:00,72
2024-11-01 17:26:00,74
2024-11-01 17:27:00,78
2024-11-01 17:28:00,80
2024-11-01 17:29:00,81
2024-11-01 17:30:00,82
2024-11-01 17:31:00,86
2024-11-01 17:32:00,85
2024-11-01 17:33:00,87
2024-11-01 17:34:00,86
2024-11-01 17:35:00,84
2024-11-01 17:36:00,86
2024-11-01 17:37:00,86
2024-11-01 17:38:00,86
2024-11-01 17:39:00,84
2024-11-01 17:40:00,81
2024-11-01 17:41:00,78
2024-11-01 17:42:00,69
2024-11-01 17:43:00,67
2024-11-01 17:44:00,66
2024-11-01 17:45:00,62
2024-11-01 17:46:00,61
2024-11-01 17:47:00,58
2024-11-01 17:48:00,56
2024-11-01 17:49:00,55
2024-11-01 17:50:00,54
2024-11-01 17:51:00,54
2024-11-01 17:52:00,59
2024-11-01 17:53:00,64
2024-11-01 17:54:00,64
2024-11-01 17:55:00,67
2024-11-01 17:56:00,66
2024-11-01 17:57:00,69
2024-11-01 17:58:00,77
2024-11-01 17:59:00,81
2024-11-01 18:00:00,84
2024-11-01 18:01:00,96
2024-11-01 18:02:00,104
2024-11-01 18:03:00,114
2024-11-01 18:04:00,117
2024-11-01 18:05:00,124
2024-11-01 18:06:00,124
2024-11-01 18:07:00,131
2024-11-01 18:08:00,132
2024-11-01 18:09:00,132
2024-11-01 18:10:00,134
2024-11-01 18:11:00,135
2024-11-01 18:12:00,140
2024-11-01 18:13:00,136
2024-11-01 18:14:00,138
2024-11-01 18:15:00,136
2024-11-01 18:16:00,135
2024-11-01 18:17:00,138
2024-11-01 18:18:00,137
2024-11-01 18:19:00,135
2024-11-01 18:20:00,135
2024-11-01 18:21:00,132
2024-11-01 18:22:00,129
2024-11-01 18:23:00,129
2024-11-01 18:24:00,128
2024-11-01 18:25:00,125
2024-11-01 18:26:00,123
2024-11-01 18:27:00,126
2024-11-01 18:28:00,123
2024-11-01 18:29:00,119
2024-11-01 18:30:00,118
2024-11-01 18:31:00,112
2024-11-01 18:32:00,111
2024-11-01 18:33:00,106
2024-11-01 18:34:00,102
2024-11-01 18:35:00,108
2024-11-01 18:36:00,110
2024-11-01 18:37:00,111
2024-11-01 18:38:00,107
2024-11-01 18:39:00,102
2024-11-01 18:40:00,101
2024-11-01 18:41:00,100
2024-11-01 18:42:00,100
2024-11-01 18:43:00,100
2024-11-01 18:44:00,99
2024-11-01 18:45:00,95
2024-11-01 18:46:00,95
2024-11-01 18:47:00,97
2024-11-01 18:48:00,98
2024-11-01 18:49:00,95
2024-11-01 18:50:00,97
2024-11-01 18:51:00,95
2024-11-01 18:52:00,92
2024-11-01 18:53:00,88
2024-11-01 18:54:00,87
2024-11-01 18:55:00,87
2024-11-01 18:56:00,85
2024-11-01 18:57:00,84
2024-11-01 18:58:00,86
2024-11-01 18:59:00,87
2024-11-01 19:00:00,87
2024-11-01 19:01:00,84
2024-11-01 19:02:00,83
2024-11-01 19:03:00,82
2024-11-01 19:04:00,81
2024-11-01 19:05:00,80
2024-11-01 19:06:00,80
2024-11-01 19:07:00,80
2024-11-01 19:08:00,81
2024-11-01 19:09:00,78
2024-11-01 19:10:00,78
2024-11-01 19:11:00,77
2024-11-01 19:12:00,77
2024-11-01 19:13:00,73
2024-11-01 19:14:00,72
2024-11-01 19:15:00,69
2024-11-01 19:16:00,69
2024-11-01 19:17:00,68
2024-11-01 19:18:00,68
2024-11-01 19:19:00,70
2024-11-01 19:20:00,74
2024-11-01 19:21:00,73
2024-11-01 19:22:00,72
2024-11-01 19:23:00,73
2024-11-01 19:24:00,75
2024-11-01 19:25:00,73
2024-11-01 19:26:00,67
2024-11-01 19:27:00,65
2024-11-01 19:28:00,64
2024-11-01 19:29:00,62
2024-11-01 19:30:00,65
2024-11-01 19:31:00,66
2024-11-01 19:32:00,66
2024-11-01 19:33:00,65
2024-11-01 19:34:00,60
2024-11-01 19:35:00,59
2024-11-01 19:36:00,53
2024-11-01 19:37:00,53
2024-11-01 19:38:00,53
2024-11-01 19:39:00,50
2024-11-01 19:40:00,49
2024-11-01 19:41:00,50
2024-11-01 19:42:00,50
2024-11-01 19:43:00,49
2024-11-01 19:44:00,48
2024-11-01 19:45:00,48
2024-11-01 19:46:00,45
2024-11-01 19:47:00,41
2024-11-01 19:48:00,40
2024-11-01 19:49:00,37
2024-11-01 19:50:00,33
2024-11-01 19:51:00,33
2024-11-01 19:52:00,29
2024-11-01 19:53:00,24
2024-11-01 19:54:00,22
2024-11-01 19:55:00,21
2024-11-01 19:56:00,21
2024-11-01 19:57:00,21
2024-11-01 19:58:00,18
2024-11-01 19:59:00,15
